time,signal1,signal2
30696,1.91,1.22
30697,0.24,0.09
30698,-4.06,3.30
30699,-4.46,0.40
30700,-0.19,-3.14
30701,-0.47,2.65
30702,0.79,-0.62
30703,-1.81,-2.72
30704,-1.13,2.37
30705,-2.06,0.98
30706,1.65,1.43
30707,-2.25,0.94
30708,2.17,-2.67
30709,3.15,4.54
30710,-1.26,0.17
30711,1.91,-2.99
30712,0.57,1.07
30713,-0.71,1.16
30714,3.43,4.06
30715,-5.72,-0.20
30716,-1.51,3.21
30717,-2.85,-2.04
30718,-1.16,-1.65
30719,3.76,-3.12
30720,1.64,0.59
30721,-3.89,0.76
30722,-1.08,-1.53
30723,1.48,1.26
30724,-1.93,-1.78
30725,-4.74,-2.34
30726,5.64,-2.90
30727,-1.43,-0.11
30728,0.63,1.04
30729,0.83,-0.66
30730,-0.37,3.82
30731,-1.42,-0.49
30732,1.07,0.93
30733,-2.36,-1.38
30734,-1.71,3.50
30735,-2.90,0.80
30736,0.42,0.31
30737,-1.86,-3.28
30738,1.74,-0.89
30739,0.29,0.22
30740,-1.99,-0.50
30741,-1.02,0.13
30742,-0.51,0.68
30743,0.16,-0.08
30744,-0.13,2.89
30745,-2.25,-2.26
30746,0.18,1.57
30747,-0.94,1.51
30748,0.48,0.86
30749,-4.95,3.29
30750,1.66,1.20
30751,0.83,-1.42
30752,2.67,-1.09
30753,-3.67,0.96
30754,-4.89,-2.20
30755,-0.91,-1.59
30756,-0.43,3.23
30757,1.67,-0.36
30758,-1.57,-0.60
30759,-1.49,1.48
30760,1.82,0.38
30761,0.38,3.39
30762,-1.49,5.08
30763,-1.10,0.24
30764,0.45,-2.40
30765,0.92,-0.26
30766,-4.04,0.22
30767,-0.78,2.70
30768,0.90,0.83
30769,4.27,-0.28
30770,2.80,1.79
30771,0.28,-0.98
30772,2.30,-3.56
30773,-1.03,0.60
30774,-0.01,1.96
30775,-0.27,-3.04
30776,3.60,-0.74
30777,-1.80,1.58
30778,-2.73,1.17
30779,2.39,0.58
30780,1.39,-0.90
30781,1.26,5.32
30782,-1.64,0.28
30783,-0.38,-0.02
30784,0.95,2.43
30785,-0.29,1.57
30786,0.22,-2.23
30787,0.50,2.60
30788,-1.51,0.20
30789,-4.06,-1.18
30790,-2.37,-1.70
30791,-2.56,1.46
30792,-1.37,2.23
30793,-0.56,3.52
30794,0.08,-1.32
30795,2.07,-0.37
30796,-0.50,-0.64
30797,-3.12,-0.06
30798,0.34,-0.13
30799,-0.42,-0.90
30800,0.10,-0.56
30801,2.81,0.83
30802,3.68,-0.55
30803,0.45,0.56
30804,0.02,0.38
30805,1.88,0.34
30806,-4.04,-0.46
30807,-1.91,-0.86
30808,-0.04,0.91
30809,-0.92,2.63
30810,-0.07,-0.98
30811,0.02,-1.42
30812,2.56,0.23
30813,-1.94,-0.68
30814,0.53,-1.12
30815,-0.13,0.92
30816,-1.17,1.25
30817,-1.41,-0.38
30818,1.94,2.26
30819,0.63,-1.64
30820,-0.81,-0.14
30821,-0.35,-0.73
30822,-1.56,-0.65
30823,-0.41,2.34
30824,0.82,4.08
30825,-1.82,1.78
30826,-2.48,0.12
30827,1.14,-1.28
30828,-1.48,1.73
30829,1.51,-0.89
30830,-0.86,-1.18
30831,-0.59,-1.22
30832,5.45,0.48
30833,-2.94,-2.62
30834,1.89,-2.99
30835,-0.84,3.43
30836,0.00,0.61
30837,-1.21,3.25
30838,5.87,1.71
30839,0.12,1.92
30840,3.35,-0.99
30841,-0.99,-0.93
30842,-2.66,-1.88
30843,-0.88,1.55
30844,-1.31,-1.56
30845,0.85,-0.04
30846,-1.03,0.71
30847,3.80,-1.79
30848,2.53,0.89
30849,1.26,2.10
30850,0.19,2.80
30851,0.56,2.06
30852,-0.52,2.79
30853,-3.90,-0.51
30854,1.14,-0.65
30855,2.98,0.84
30856,2.63,0.34
30857,3.79,-1.98
30858,-0.25,-3.12
30859,2.46,-0.67
30860,0.09,2.10
30861,-1.05,-0.72
30862,-3.10,1.11
30863,-1.13,-0.75
30864,-1.13,2.70
30865,2.80,-2.81
30866,4.43,-0.20
30867,2.01,0.39
30868,1.72,0.47
30869,-1.01,2.75
30870,1.94,-0.29
30871,-5.86,3.31
30872,-0.02,0.95
30873,3.13,-5.46
30874,-2.14,0.96
30875,-0.30,0.14
30876,7.89,-0.83
30877,-2.55,1.99
30878,2.52,2.51
30879,-2.21,-1.98
30880,2.04,1.49
30881,1.93,-0.88
30882,2.52,-3.49
30883,-1.26,1.73
30884,-1.00,5.09
30885,-1.88,-1.67
30886,-2.15,-4.55
30887,-3.35,-0.48
30888,-0.71,0.95
30889,0.32,0.19
30890,-3.06,-0.75
30891,6.43,-2.05
30892,2.83,-0.79
30893,0.76,-2.16
30894,-4.55,-1.56
30895,1.43,0.56
30896,3.31,-1.53
30897,-1.64,-2.86
30898,2.46,-3.01
30899,-4.50,1.22
30900,1.58,-2.05
30901,-1.83,-0.15
30902,0.37,-1.11
30903,0.48,-0.27
30904,-0.30,-1.56
30905,-0.85,0.20
30906,-3.46,2.85
30907,-3.98,-0.57
30908,3.39,1.00
30909,4.44,-2.19
30910,-0.23,0.64
30911,1.23,-0.20
30912,0.68,1.28
30913,-3.41,4.61
30914,3.29,-1.42
30915,1.94,-1.91
30916,-3.68,2.59
30917,3.00,-1.17
30918,-1.00,-1.19
30919,-0.56,0.62
30920,0.16,0.51
30921,-1.23,-3.84
30922,2.64,-2.49
30923,0.73,0.48
30924,1.68,-2.47
30925,-3.64,1.15
30926,-0.71,1.27
30927,-2.60,-1.18
30928,0.73,2.73
30929,-0.55,-3.83
30930,3.44,1.65
30931,0.60,-0.45
30932,-2.54,-1.22
30933,-2.28,-1.12
30934,0.99,-0.76
30935,2.87,4.91
30936,-0.80,-0.43
30937,-1.08,-2.29
30938,2.53,-0.53
30939,-3.71,-1.64
30940,-1.11,-0.12
30941,-0.49,0.59
30942,-0.81,0.99
30943,-5.05,-2.75
30944,1.64,0.21
30945,1.01,3.94
30946,1.08,1.04
30947,-2.72,-0.83
30948,-0.25,-2.07
30949,-3.73,-0.88
30950,1.25,1.70
30951,3.84,3.34
30952,-0.29,0.41
30953,-1.52,2.79
30954,0.07,-4.10
30955,-1.75,-2.07
30956,2.21,2.14
30957,4.77,0.12
30958,2.02,-6.46
30959,-3.10,-0.53
30960,1.44,-3.25
30961,-0.42,1.82
30962,-1.68,0.87
30963,2.77,-2.28
30964,2.47,-1.07
30965,-0.02,0.41
30966,-1.10,0.95
30967,2.63,0.22
30968,0.84,2.09
30969,1.21,0.09
30970,-2.99,-2.89
30971,1.02,2.59
30972,-0.13,5.77
30973,-4.45,-2.98
30974,1.12,-0.11
30975,-0.68,-0.73
30976,-3.58,-0.41
30977,2.89,-1.28
30978,-3.07,-4.00
30979,-0.94,0.11
30980,0.63,-2.62
30981,-2.35,-2.01
30982,0.62,1.41
30983,-0.11,-0.48
30984,-3.47,0.69
30985,1.76,2.45
30986,0.63,0.73
30987,-3.80,-3.79
30988,1.26,-3.74
30989,-0.19,-4.33
30990,3.36,-0.54
30991,3.92,1.97
30992,-0.54,1.08
30993,1.19,-1.16
30994,1.15,0.65
30995,-2.36,-0.07
30996,0.17,0.63
30997,0.29,-1.64
30998,-0.79,-0.49
30999,1.13,1.10
31000,4.18,3.09
31001,1.85,0.85
31002,1.59,0.93
31003,-1.03,-1.82
31004,6.59,0.97
31005,1.26,0.52
31006,-0.38,0.81
31007,1.35,-0.51
31008,-2.03,-1.64
31009,2.91,-0.52
31010,-0.59,1.28
31011,4.22,0.90
31012,1.84,3.92
31013,-1.55,-0.17
31014,-0.51,-0.59
31015,0.68,0.38
31016,-1.84,-1.28
31017,-1.65,0.96
31018,-3.66,1.12
31019,1.94,-0.29
31020,0.58,0.86
31021,1.81,-0.08
31022,-0.07,2.52
31023,-0.74,1.86
31024,-0.12,1.08
31025,1.47,-1.23
31026,-1.47,0.23
31027,6.80,-0.85
31028,0.57,-0.60
31029,-0.44,4.08
31030,0.54,0.60
31031,0.64,2.93
31032,4.91,-2.36
31033,-0.89,-4.18
31034,-0.47,-0.10
31035,-0.38,-2.32
31036,0.96,-1.01
31037,-2.23,-1.81
31038,4.17,-0.69
31039,-0.43,-1.60
31040,-1.93,2.33
31041,-1.24,-2.57
31042,5.31,1.43
31043,3.74,-0.54
31044,2.22,0.50
31045,6.66,0.59
31046,1.97,0.14
31047,-1.23,-0.49
31048,-0.13,-1.03
31049,-1.18,-1.18
31050,-0.70,2.54
31051,-1.43,2.53
31052,0.98,-0.80
31053,-2.49,-2.25
31054,-0.41,-0.04
31055,-1.19,0.19
31056,-1.02,0.68
31057,-3.83,-2.93
31058,3.12,0.53
31059,-1.70,-2.38
31060,0.77,0.55
31061,4.70,-0.10
31062,-2.49,-1.59
31063,-1.40,-0.84
31064,-1.65,-2.20
31065,-4.09,-1.38
31066,1.50,-1.09
31067,-0.06,-2.32
31068,-0.63,-2.31
31069,-1.41,-3.59
31070,-2.88,4.87
31071,-1.21,1.76
31072,1.80,-3.46
31073,-2.20,-3.37
31074,-0.95,-2.44
31075,-1.53,0.00
31076,1.64,0.50
31077,3.45,-0.30
31078,0.59,-0.39
31079,0.01,-2.85
31080,2.97,1.25
31081,2.42,0.80
31082,1.02,-1.13
31083,-1.72,-3.36
31084,1.67,-2.52
31085,0.50,4.04
31086,-0.87,-0.20
31087,0.80,-0.69
31088,-1.20,2.47
31089,-2.48,-0.67
31090,1.26,-2.96
31091,0.67,-0.45
31092,-0.67,-3.54
31093,3.67,-1.07
31094,-2.23,-0.75
31095,-1.87,-0.51
31096,3.56,1.32
31097,-1.60,-0.72
31098,-2.37,-1.16
31099,2.10,-1.74
31100,0.40,-1.34
31101,1.62,0.39
31102,-2.20,2.81
31103,0.57,-0.18
31104,3.00,1.79
31105,7.17,0.37
31106,1.28,-0.17
31107,0.60,-3.53
31108,0.74,2.58
31109,3.81,2.82
31110,1.67,0.44
31111,-2.77,-0.68
31112,-3.26,0.73
31113,1.54,1.28
31114,-2.55,1.55
31115,-0.80,-2.50
31116,2.11,2.61
31117,1.36,0.16
31118,1.24,0.11
31119,0.15,0.90
31120,-0.08,3.63
31121,4.61,1.49
31122,3.13,0.31
31123,1.10,0.85
31124,6.14,2.41
31125,1.18,1.11
31126,0.72,0.06
31127,-5.35,-3.01
31128,-0.11,-1.86
31129,1.93,-3.64
31130,0.40,0.76
31131,0.04,-0.39
31132,-1.84,-2.36
31133,1.68,-1.04
31134,-0.99,-1.67
31135,-1.58,-1.79
31136,-0.78,-0.76
31137,1.07,-2.73
31138,-0.86,1.74
31139,-0.45,-0.23
31140,0.38,-1.86
31141,-3.25,-3.41
31142,1.32,-4.13
31143,1.01,0.37
31144,2.27,-1.52
31145,0.21,1.63
31146,0.28,-0.61
31147,1.41,0.06
31148,-0.33,-1.41
31149,-2.82,3.13
31150,2.37,0.42
31151,-2.82,0.08
31152,1.28,1.00
31153,0.68,-0.94
31154,-2.46,1.84
31155,-1.30,-0.61
31156,-0.98,0.72
31157,4.31,0.14
31158,-0.57,-1.29
31159,-2.16,-2.15
31160,-4.65,-2.59
31161,2.60,-0.05
31162,0.48,1.53
31163,-2.79,1.26
31164,1.96,2.40
31165,3.05,-0.89
31166,-1.84,-1.66
31167,-1.46,0.89
31168,2.21,0.30
31169,1.64,1.70
31170,2.46,1.69
31171,0.64,0.63
31172,-2.58,0.02
31173,-0.30,3.55
31174,5.13,-0.64
31175,-1.79,0.06
31176,-2.19,1.48
31177,-2.24,-1.24
31178,-1.42,0.19
31179,-0.29,-2.23
31180,1.80,0.15
31181,-2.23,-1.54
31182,-0.15,0.72
31183,1.09,1.39
31184,0.74,1.58
31185,4.20,0.18
31186,-0.03,1.41
31187,-2.51,-3.12
31188,-0.81,-1.47
31189,5.94,1.60
31190,0.20,-2.70
31191,1.37,-2.81
31192,3.87,1.17
31193,-1.59,-4.20
31194,1.98,-0.94
31195,-1.80,2.62
31196,1.79,-0.44
31197,-2.41,5.13
31198,-2.46,0.65
31199,-1.07,3.89
31200,0.88,-1.03
31201,-1.08,1.19
31202,1.73,0.95
31203,2.41,-0.02
31204,-0.22,-1.89
31205,0.33,2.30
31206,3.39,2.94
31207,-5.68,-0.22
31208,1.66,4.08
31209,1.86,1.52
31210,0.36,1.21
31211,-1.11,1.16
31212,0.20,-3.86
31213,-2.77,-2.69
31214,-1.84,-3.15
31215,-3.47,0.20
31216,1.33,-3.33
31217,1.27,1.16
31218,-1.29,-1.14
31219,2.31,1.26
31220,1.00,3.29
31221,0.91,0.16
31222,-3.34,-2.22
31223,-2.00,2.93
31224,-1.42,-1.39
31225,-1.14,0.49
31226,-1.61,0.99
31227,-4.25,-0.52
31228,-4.71,-2.95
31229,1.08,-1.64
31230,1.80,4.66
31231,1.25,-0.50
31232,1.38,3.74
31233,-0.66,1.55
31234,-0.06,1.91
31235,1.43,-0.84
31236,3.16,0.81
31237,-1.54,1.21
31238,0.46,3.56
31239,0.97,0.52
31240,-0.07,-1.59
31241,2.25,-4.20
31242,1.21,0.77
31243,1.77,-1.45
31244,-1.75,1.01
31245,-1.76,3.48
31246,-4.27,-1.74
31247,1.70,-3.06
31248,-0.31,1.45
31249,-2.02,1.56
31250,-2.34,-3.27
31251,2.30,-1.34
31252,-0.98,-1.27
31253,2.27,-0.70
31254,1.27,-0.17
31255,-1.75,-0.51
31256,-0.43,-1.73
31257,1.83,2.13
31258,-1.91,-2.20
31259,-1.91,2.08
31260,2.08,2.87
31261,-0.83,-0.32
31262,-3.61,2.42
31263,-4.02,2.06
31264,-5.59,-0.87
31265,2.30,-2.57
31266,2.34,0.49
31267,2.29,1.67
31268,-1.61,0.79
31269,-1.76,-0.65
31270,-0.58,-0.50
31271,0.29,2.12
31272,-2.12,1.15
31273,2.88,-1.33
31274,-0.09,-1.97
31275,0.22,2.69
31276,4.72,-1.33
31277,3.42,-1.31
31278,1.25,-0.65
31279,1.68,-1.65
31280,1.55,0.66
31281,0.22,1.03
31282,1.48,-2.32
31283,2.55,1.20
31284,1.35,-0.32
31285,-4.53,3.48
31286,-0.52,1.34
31287,1.97,2.21
31288,-1.40,-2.43
31289,-1.06,0.59
31290,-2.70,0.67
31291,0.93,-3.61
31292,-3.54,-1.92
31293,-2.60,3.49
31294,0.09,0.10
31295,2.85,-0.06
31296,1.45,0.41
31297,2.66,4.80
31298,3.35,1.24
31299,-4.72,-0.43
31300,-2.54,-2.33
31301,-2.13,-0.54
31302,-2.43,-0.75
31303,1.36,1.33
31304,1.40,-1.03
31305,-0.95,-0.53
31306,-0.00,0.44
31307,1.61,0.71
31308,-0.10,-1.12
31309,-1.33,3.27
31310,-2.26,0.33
31311,3.80,0.86
31312,-2.84,1.81
31313,-2.01,0.63
31314,3.28,-0.47
31315,-3.26,1.21
31316,-1.04,0.98
31317,-1.52,2.64
31318,0.74,-1.04
31319,-1.68,-0.12
31320,-0.60,-3.22
31321,-0.41,2.54
31322,-1.26,-1.79
31323,-2.21,1.89
31324,-0.22,-1.86
31325,0.27,1.50
31326,1.80,0.27
31327,0.96,-2.46
31328,-0.53,3.53
31329,1.90,-1.15
31330,-0.73,-1.18
31331,-1.30,-0.91
31332,4.26,-0.20
31333,1.33,-3.49
31334,0.07,1.72
31335,0.53,2.33
31336,1.66,0.34
31337,-3.12,-1.86
31338,0.68,4.62
31339,1.88,-2.10
31340,1.46,0.35
31341,0.69,-0.35
31342,-5.64,-0.77
31343,2.18,-0.34
31344,-0.72,-0.77
31345,3.19,-2.57
31346,0.72,-1.89
31347,-0.88,2.64
31348,1.43,0.30
31349,5.73,0.41
31350,2.96,0.29
31351,-1.73,-1.78
31352,-1.26,-1.00
31353,0.74,1.91
31354,-2.56,1.36
31355,-1.13,1.89
31356,-0.35,2.45
31357,-1.52,2.21
31358,-3.41,0.82
31359,-2.14,0.20
31360,-1.09,2.03
31361,4.41,0.28
31362,-1.72,0.25
31363,-0.86,4.00
31364,1.67,-0.30
31365,-0.18,0.53
31366,-1.03,-1.03
31367,0.43,0.10
31368,1.29,0.86
31369,0.51,-1.07
31370,-1.22,1.30
31371,-0.52,-1.50
31372,0.28,-0.03
31373,1.04,-3.70
31374,0.53,1.00
31375,-0.17,1.30
31376,1.41,-0.32
31377,-0.31,0.95
31378,4.25,-0.41
31379,0.69,-1.63
31380,-1.10,-0.81
31381,1.71,0.04
31382,1.45,-0.55
31383,0.84,-2.96
31384,-2.06,-2.36
31385,3.52,-0.20
31386,-0.42,0.80
31387,0.68,-3.06
31388,2.76,-2.62
31389,1.76,-0.75
31390,-1.96,-3.41
31391,-2.36,-2.40
31392,0.48,-2.63
31393,-4.24,0.25
31394,4.84,-1.19
31395,-1.30,0.57
31396,-1.42,-1.08
31397,-2.38,2.00
31398,1.45,0.33
31399,-2.61,-4.71
31400,3.53,0.54
31401,0.06,1.06
31402,-1.94,2.97
31403,-3.39,2.81
31404,1.25,0.57
31405,1.49,0.86
31406,1.40,0.45
31407,-4.69,-0.19
31408,-2.44,2.31
31409,-3.74,-0.29
31410,-0.83,1.49
31411,3.28,3.52
31412,2.65,-1.70
31413,-0.26,-0.98
31414,0.85,0.89
31415,0.40,0.04
31416,0.05,-0.19
31417,-5.21,-2.90
31418,-0.12,1.88
31419,3.96,-0.66
31420,3.04,1.51
31421,0.57,-3.12
31422,0.33,-1.21
31423,-1.10,-2.27
31424,0.10,1.73
31425,-1.97,0.29
31426,-1.70,-3.38
31427,2.40,-0.01
31428,2.08,-0.47
31429,2.41,3.80
31430,-1.47,1.40
31431,-0.22,1.35
31432,2.79,-1.50
31433,0.27,-0.51
31434,5.88,4.55
31435,3.40,0.11
31436,-1.66,-2.70
31437,-1.02,0.32
31438,0.83,-3.91
31439,-2.10,2.17
31440,-4.09,-4.00
31441,0.94,-2.65
31442,-1.96,-0.73
31443,-0.85,1.36
31444,-2.84,3.32
31445,1.19,1.27
31446,4.40,-0.40
31447,-2.00,3.33
31448,-2.88,-0.09
31449,2.33,0.70
31450,2.58,-2.37
31451,0.62,-0.21
31452,-1.55,-1.18
31453,1.15,0.65
31454,1.20,1.99
31455,1.07,-1.60
31456,-1.03,0.82
31457,1.66,-1.58
31458,4.40,2.48
31459,-2.10,0.18
31460,1.37,3.22
31461,-0.05,-0.27
31462,-4.99,0.23
31463,-0.13,0.74
31464,-2.95,2.45
31465,2.82,1.63
31466,-1.07,-1.39
31467,0.26,0.42
31468,3.79,-1.87
31469,1.05,-3.53
31470,-1.01,-3.67
31471,-1.19,2.56
31472,-0.63,-1.86
31473,1.04,-2.74
31474,3.23,4.39
31475,-2.60,-1.72
31476,-1.60,3.30
31477,1.42,-4.84
31478,0.30,-1.64
31479,-1.77,-2.95
31480,-1.24,1.27
31481,-1.97,-0.23
31482,0.30,3.13
31483,-2.23,-5.16
31484,2.06,-0.51
31485,0.54,1.57
31486,-3.15,0.76
31487,1.90,-3.37
31488,0.78,0.12
31489,2.41,-1.02
31490,5.59,4.81
31491,-1.35,0.07
31492,1.56,-1.20
31493,0.36,-3.13
31494,-2.25,0.10
31495,0.62,0.95
31496,1.69,-3.82
31497,0.66,1.42
31498,-0.41,2.80
31499,-2.02,3.78
31500,-1.61,-0.17
31501,1.04,1.11
31502,-3.86,-1.90
31503,3.41,3.36
31504,-4.09,-0.54
31505,3.03,5.20
31506,-2.48,0.02
31507,0.41,-2.55
31508,-0.21,-1.83
31509,0.21,0.90
31510,-0.49,-0.15
31511,4.78,0.11
31512,-1.69,0.20
31513,-2.86,-0.41
31514,0.70,1.10
31515,0.95,-0.07
31516,0.00,0.51
31517,-1.04,2.44
31518,-3.84,-1.91
31519,3.56,1.27
31520,2.97,-3.93
31521,-3.08,-0.89
31522,0.62,-2.15
31523,-2.06,-1.39
31524,-2.82,-1.49
31525,3.25,-0.64
31526,0.61,1.28
31527,0.26,0.14
31528,2.43,-1.48
31529,-3.72,-1.67
31530,-2.98,0.76
31531,0.65,0.19
31532,-2.61,1.99
31533,0.22,-2.50
31534,0.09,-0.54
31535,0.26,-2.22
31536,0.80,2.08
31537,-0.75,-2.13
31538,-0.33,-3.90
31539,-3.08,-2.54
31540,1.25,-1.07
31541,-2.06,-0.56
31542,-2.37,0.01
31543,0.78,1.00
31544,0.15,2.32
31545,1.17,-1.33
31546,0.74,-1.05
31547,1.66,0.13
31548,-1.91,-2.06
31549,0.56,-1.12
31550,-1.91,-0.21
31551,-3.72,-0.59
31552,-3.83,1.49
31553,0.65,-1.12
31554,1.24,-2.35
31555,2.74,4.38
31556,-0.41,-0.81
31557,-0.22,-0.61
31558,1.14,3.55
31559,-2.29,2.45
31560,0.68,3.40
31561,-0.25,0.35
31562,0.58,-4.04
31563,-2.10,2.09
31564,0.50,-2.54
31565,-2.51,-2.17
31566,-0.65,0.62
31567,1.34,-1.84
31568,-3.60,-0.45
31569,-1.22,-1.03
31570,-1.16,-1.87
31571,-1.95,3.25
31572,0.88,-1.76
31573,-1.87,-0.62
31574,-3.38,-4.23
31575,-1.41,-0.37
31576,-2.28,-4.89
31577,1.71,-1.09
31578,2.89,1.46
31579,-2.90,-1.51
31580,-0.71,1.88
31581,-1.98,0.71
31582,0.84,-0.61
31583,0.03,-0.25
31584,-2.78,-0.24
31585,-1.80,1.38
31586,-3.13,1.26
31587,1.58,-1.19
31588,-0.54,2.49
31589,1.27,-0.35
31590,-2.02,-3.07
31591,5.04,0.05
31592,1.74,-2.14
31593,-1.86,2.02
31594,-1.77,0.23
31595,-4.93,-0.45
31596,-0.23,0.07
31597,-2.55,-0.61
31598,0.97,1.44
31599,-0.80,-2.29
31600,2.85,-4.14
31601,-0.62,0.10
31602,-0.54,-0.52
31603,2.97,2.22
31604,1.52,1.71
31605,4.05,2.57
31606,-2.65,-0.46
31607,-0.20,0.65
31608,1.82,-1.53
31609,1.27,-0.04
31610,2.32,-0.60
31611,1.63,1.96
31612,-1.25,-5.09
31613,-3.00,-0.29
31614,-2.18,-0.82
31615,1.97,4.22
31616,2.69,2.17
31617,1.60,2.57
31618,2.50,1.19
31619,3.20,-2.05
31620,1.63,-1.77
31621,0.32,-0.88
31622,-5.62,-3.39
31623,-1.15,2.58
31624,-3.39,-0.32
31625,4.82,-1.70
31626,-1.82,1.73
31627,-2.75,0.35
31628,1.54,0.34
31629,-5.36,1.03
31630,-0.16,0.47
31631,2.09,0.96
31632,3.34,0.16
31633,0.91,-0.27
31634,-1.24,1.55
31635,2.70,-1.58
31636,-2.26,-0.88
31637,0.14,-0.50
31638,1.47,1.84
31639,2.12,2.36
31640,0.17,0.86
31641,1.87,-4.48
31642,0.56,-0.53
31643,-0.68,3.39
31644,0.54,-1.53
31645,0.64,0.35
31646,-4.60,0.72
31647,1.77,4.48
31648,2.10,3.66
31649,-0.62,-0.58
31650,-1.36,-1.12
31651,-2.99,-3.57
31652,-5.92,0.67
31653,-7.22,-1.98
31654,-7.77,0.01
31655,-10.29,1.43
31656,-12.59,0.69
31657,-10.38,0.54
31658,-8.14,-0.62
31659,-12.31,-1.84
31660,-16.36,-0.39
31661,-12.86,2.78
31662,-18.14,4.35
31663,-16.41,0.68
31664,-14.74,-2.08
31665,-20.71,-3.59
31666,-17.65,3.93
31667,-16.99,-1.84
31668,-16.58,1.76
31669,-22.08,-0.13
31670,-21.43,-0.87
31671,-20.95,-3.35
31672,-22.83,1.80
31673,-23.45,-2.48
31674,-26.24,-2.28
31675,-25.37,0.79
31676,-27.12,-1.83
31677,-27.35,0.81
31678,-24.27,-0.93
31679,-30.66,-0.64
31680,-32.73,2.66
31681,-29.84,0.81
31682,-31.30,2.05
31683,-27.17,0.66
31684,-31.82,-0.01
31685,-32.39,-0.92
31686,-33.75,-0.80
31687,-34.91,-2.56
31688,-37.53,3.69
31689,-33.35,-1.74
31690,-35.72,1.20
31691,-36.73,2.19
31692,-36.15,-0.78
31693,-40.35,-1.11
31694,-40.24,0.01
31695,-44.71,-1.69
31696,-41.18,-0.02
31697,-34.36,3.07
31698,-40.91,-0.32
31699,-40.82,-0.02
31700,-43.98,0.84
31701,-41.83,0.52
31702,-42.87,6.46
31703,-41.51,-2.55
31704,-41.52,-1.07
31705,-44.95,-1.49
31706,-43.78,-1.33
31707,-49.52,-1.72
31708,-46.26,-2.98
31709,-47.87,-0.38
31710,-44.84,-3.04
31711,-48.01,2.95
31712,-48.63,-0.54
31713,-50.73,1.84
31714,-48.93,1.10
31715,-50.33,-0.31
31716,-48.48,-0.68
31717,-50.57,-0.48
31718,-56.63,0.60
31719,-51.50,0.12
31720,-48.90,0.13
31721,-52.00,-3.03
31722,-56.82,-0.92
31723,-52.00,-0.31
31724,-57.15,-0.49
31725,-51.91,-0.08
31726,-53.35,-0.12
31727,-58.93,0.28
31728,-51.72,-2.06
31729,-55.99,0.41
31730,-58.19,-0.78
31731,-60.55,1.95
31732,-55.43,-0.35
31733,-61.36,-1.23
31734,-59.83,-0.56
31735,-53.99,0.33
31736,-61.05,-0.14
31737,-58.12,2.52
31738,-62.38,2.97
31739,-59.91,-1.31
31740,-61.74,-1.83
31741,-63.46,2.62
31742,-57.14,1.86
31743,-63.37,0.66
31744,-59.17,-3.29
31745,-64.00,3.03
31746,-63.70,-4.01
31747,-60.04,-2.90
31748,-62.07,1.82
31749,-61.00,0.77
31750,-66.64,2.26
31751,-56.54,4.35
31752,-62.64,-2.65
31753,-60.32,0.51
31754,-64.27,1.38
31755,-65.39,0.89
31756,-68.64,0.93
31757,-67.90,3.42
31758,-64.50,-0.72
31759,-62.72,5.92
31760,-63.91,2.26
31761,-66.20,0.73
31762,-66.38,0.05
31763,-63.20,0.74
31764,-66.01,-4.94
31765,-66.24,1.38
31766,-64.16,0.47
31767,-67.21,-1.18
31768,-66.34,-0.28
31769,-66.75,-0.81
31770,-65.67,0.35
31771,-66.64,1.71
31772,-68.67,1.00
31773,-66.36,-1.14
31774,-70.74,4.89
31775,-69.30,-3.55
31776,-66.19,-1.96
31777,-72.01,-2.68
31778,-67.54,1.44
31779,-71.39,-2.26
31780,-66.74,-2.37
31781,-70.38,-0.03
31782,-71.43,-0.02
31783,-69.96,2.73
31784,-67.66,-3.12
31785,-74.49,1.35
31786,-67.55,0.27
31787,-69.76,-2.43
31788,-67.21,3.19
31789,-71.98,0.53
31790,-68.03,-2.65
31791,-67.50,-0.59
31792,-69.59,-1.22
31793,-67.45,5.35
31794,-69.70,0.33
31795,-69.35,-1.87
31796,-70.62,0.02
31797,-68.40,0.63
31798,-72.45,1.65
31799,-70.63,1.78
31800,-67.48,0.43
31801,-69.09,-2.79
31802,-71.56,4.27
31803,-69.82,-1.29
31804,-68.23,1.38
31805,-73.90,-0.44
31806,-75.77,1.95
31807,-71.75,-0.28
31808,-71.47,1.80
31809,-70.23,1.13
31810,-72.36,0.28
31811,-67.94,0.60
31812,-73.24,1.09
31813,-68.72,-1.76
31814,-75.84,1.39
31815,-72.10,-0.01
31816,-72.02,-0.08
31817,-71.08,-0.07
31818,-68.81,0.02
31819,-72.00,-0.76
31820,-73.12,-0.21
31821,-68.66,3.80
31822,-73.95,1.42
31823,-72.23,1.71
31824,-72.37,3.91
31825,-70.61,0.19
31826,-67.91,-2.49
31827,-74.74,1.18
31828,-69.92,-2.77
31829,-70.25,-1.12
31830,-70.01,0.60
31831,-72.92,0.36
31832,-67.69,3.59
31833,-69.73,2.07
31834,-73.88,0.32
31835,-69.84,-0.67
31836,-71.10,0.21
31837,-72.86,0.63
31838,-70.60,-0.29
31839,-73.37,-0.52
31840,-69.73,2.43
31841,-74.04,-1.98
31842,-70.65,1.90
31843,-71.88,-1.90
31844,-74.71,-1.69
31845,-69.95,-3.55
31846,-71.45,1.91
31847,-71.56,-2.80
31848,-73.59,-1.44
31849,-70.90,-2.73
31850,-71.44,0.90
31851,-69.90,-0.89
31852,-73.41,-1.49
